id,lat,lon,date,dem_local_b1_mean_500m,dem_local_b2_mean_500m,dem_local_b1_std_500m,dem_local_b2_std_500m
T2T1DJ,62.9768783,18.026823,2020-06-01,116.41522491349481,9.55278831575981,14.009986511981644,5.175857242717335
T6WPKD,62.9812956,18.0309905,2020-06-01,141.89926951172626,9.578174874192245,22.90160495805427,5.261720146699439
TCSZX1,62.9766708,18.0211542,2020-06-01,103.58708189158016,8.814074683308556,10.759803268597185,3.8158352547657386
TG4NHB,62.9768433,18.0306489,2020-06-01,124.73702422145328,9.886197053024926,16.816284885721252,5.228309108216177
TVCC3Y,62.9767733,18.0167185,2020-06-01,98.65167243367935,7.382934245637911,9.719448139461612,4.101446808904293
TVNBV7,62.9786799,18.0311984,2020-06-01,140.62668204536718,9.675122031428547,18.415183840329846,5.3446116959172345
