id,lat,lon,date,dem_glo30_mean_500m,dem_glo30_std_500m,dem_local_mean_500m,dem_local_std_500m
T2T1DJ,62.9768783,18.026823,2020-06-01,122.00947356324785,13.262500293869977,116.41522491349481,14.009986511981644
T6WPKD,62.9812956,18.0309905,2020-06-01,148.34181096274494,23.370105236511154,141.89926951172626,22.90160495805427
TCSZX1,62.9766708,18.0211542,2020-06-01,109.93012359035056,10.49887259525674,103.58708189158016,10.759803268597185
TG4NHB,62.9768433,18.0306489,2020-06-01,130.04524714585978,15.92718449850839,124.73702422145328,16.816284885721252
TVCC3Y,62.9767733,18.0167185,2020-06-01,104.35670632826843,9.558006777175676,98.65167243367935,9.719448139461612
TVNBV7,62.9786799,18.0311984,2020-06-01,145.6851355265559,17.817671772419615,140.62668204536718,18.415183840329846
